# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Jul 31 13:05:25 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN sy_snum:        Number of Stars
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
#
pl_name,sy_snum,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim
HATS-55 b,1,0.054120,0.000140,-0.000180,0,14.022,0.291,-0.291,0,292.72143,24.15508,-24.15508,0,0.092000,,,1,1.13,0.01,-0.01,0,1.20,0.01,-0.01,0,0.108,0.046,-0.030,0
HATS-56 b,1,0.060430,0.000220,-0.000220,0,18.921,0.437,-0.616,0,191.33366,11.12405,-11.12405,0,0.019000,,,1,2.20,0.04,-0.04,0,1.57,0.02,-0.02,0,0.190,0.024,-0.024,0
HATS-57 b,1,0.034930,0.000210,-0.000300,0,12.767,0.314,-0.314,0,1000.21101,23.20159,-23.20159,0,0.028000,,,1,0.96,0.01,-0.01,0,1.03,0.02,-0.03,0,0.268,0.043,-0.043,0
HATS-58 A b,2,0.057980,0.000570,-0.000570,0,12.274,0.695,-0.695,0,327.36490,73.10090,-73.10090,0,0.168000,,,1,1.43,0.06,-0.06,0,1.46,0.04,-0.04,0,,,,
HATS-59 b,1,0.061120,0.000760,-0.000760,0,12.621,0.863,-0.863,0,256.17098,21.93027,-21.93027,0,0.129000,0.049000,-0.049000,0,1.04,0.07,-0.07,0,1.04,0.04,-0.04,0,0.180,0.064,-0.064,0
HATS-59 c,1,2.504000,0.035000,-0.035000,0,12.300,,,0,4036.44100,276.51210,-276.51210,0,0.083000,,,1,1.04,0.07,-0.07,0,1.04,0.04,-0.04,0,0.180,0.064,-0.064,0
HATS-6 b,1,0.036230,0.000420,-0.000570,0,11.187,0.213,-0.213,0,101.38777,22.24810,-22.24810,0,0.000000,,,0,0.57,0.01,-0.01,0,0.57,0.02,-0.03,0,0.200,0.091,-0.091,0
HATS-60 b,1,0.047080,0.000150,-0.000230,0,12.924,0.594,-0.594,0,210.40346,17.48065,-17.48065,0,0.191000,,,0,1.46,0.02,-0.02,0,1.10,0.01,-0.02,0,0.335,0.028,-0.028,0
HATS-61 b,1,0.079080,0.000330,-0.000330,0,13.395,0.751,-0.751,0,1080.62200,44.49620,-44.49620,0,0.092000,,,0,1.66,0.02,-0.02,0,1.08,0.01,-0.01,0,0.247,0.037,-0.037,0
HATS-62 b,1,0.041630,0.000240,-0.000160,0,11.825,0.280,-0.280,0,56.89157,,,0,0.298000,,,0,0.93,0.02,-0.01,0,0.90,0.01,-0.01,0,0.133,0.023,-0.023,0
HATS-63 b,1,0.040260,0.000280,-0.000280,0,13.529,0.437,-0.437,0,305.11680,38.13960,-38.13960,0,0.136000,,,0,1.07,0.01,-0.01,0,0.93,0.02,-0.02,0,0.081,0.038,-0.038,0
HATS-64 b,1,0.065620,0.000390,-0.000390,0,18.820,0.908,-0.908,0,305.11680,63.56600,-63.56600,0,0.151000,,,0,2.11,0.07,-0.07,0,1.56,0.03,-0.03,0,0.220,0.039,-0.039,0
HATS-65 b,2,0.044970,0.000330,-0.000330,0,16.825,0.560,-0.560,0,260.93843,26.37989,-26.37989,0,0.062000,,,0,1.31,0.03,-0.03,0,1.26,0.03,-0.03,0,0.199,0.055,-0.055,0
HATS-66 b,1,0.047140,0.000250,-0.000250,0,15.816,0.942,-0.942,0,1694.03390,216.12440,-216.12440,0,0.064000,,,0,1.84,0.04,-0.04,0,1.41,0.02,-0.02,0,-0.017,0.043,-0.043,0
HATS-67 b,1,0.030320,0.000150,-0.000150,0,18.887,0.527,-0.527,0,460.85350,38.13960,-38.13960,0,0.057000,,,0,1.44,0.03,-0.03,0,1.44,0.02,-0.02,0,0.332,0.052,-0.052,0
HATS-68 b,1,0.050710,0.000180,-0.000180,0,13.809,0.437,-0.325,0,410.00070,18.75197,-18.75197,0,0.036000,,,0,1.75,0.03,-0.03,0,1.35,0.01,-0.01,0,0.210,0.043,-0.043,0
HATS-69 b,1,0.032110,0.000140,-0.000190,0,10.593,0.247,-0.247,0,183.38791,,,0,0.519000,,,0,0.88,0.01,-0.01,0,0.89,0.01,-0.02,0,0.377,0.034,-0.034,0
HATS-7 b,1,0.040120,0.000430,-0.000430,0,6.311,0.516,-0.381,0,38.13960,3.81396,-3.81396,0,0.170000,,,1,0.82,0.05,-0.04,0,0.85,0.03,-0.03,0,0.250,0.080,-0.080,0
HATS-70 b,1,0.036320,0.000740,-0.000870,0,15.513,0.886,-0.829,0,4100.00700,572.09400,-508.52800,0,0.180000,,,1,1.88,0.06,-0.07,0,1.78,0.12,-0.12,0,0.041,0.095,-0.107,0
HATS-71 b,1,0.037450,0.000150,-0.000150,0,11.478,0.202,-0.202,0,117.59710,76.27920,-76.27920,0,0.000000,,,0,0.48,0.01,-0.01,0,0.49,0.01,-0.01,0,0.170,0.036,-0.036,0
HATS-72 b,1,0.066517,0.000085,-0.000085,0,8.097,0.036,-0.036,0,39.85588,1.23954,-1.23954,0,0.013000,,,1,0.72,0.00,0.00,0,0.73,0.00,0.00,0,0.099,0.014,-0.014,0
HATS-74 A b,2,0.023840,0.000110,-0.000110,0,11.568,0.235,-0.235,0,464.02947,44.49598,-44.49598,0,0.044000,,,1,0.58,0.01,-0.01,0,0.60,0.01,-0.01,0,0.514,0.033,-0.021,0
HATS-75 b,1,0.032742,0.000134,-0.000099,0,9.909,0.146,-0.146,0,156.05375,12.39531,-12.39531,0,0.064000,,,1,0.58,0.00,0.00,0,0.60,0.01,-0.01,0,0.522,0.051,-0.028,0
HATS-76 b,1,0.026580,0.000210,-0.000290,0,12.094,0.347,-0.347,0,835.57088,28.28673,-28.28673,0,0.062000,,,1,0.63,0.01,-0.01,0,0.66,0.02,-0.02,0,0.322,0.065,-0.049,0
HATS-77 b,1,0.036070,0.000250,-0.000250,0,13.058,0.235,-0.235,0,436.69623,31.78284,-23.51930,0,0.045000,,,1,0.64,0.01,-0.01,0,0.66,0.01,-0.01,0,0.253,0.039,-0.039,0
HATS-8 b,1,0.046670,0.000550,-0.000550,0,9.785,1.379,-0.841,0,43.86054,6.03877,-6.03877,0,0.376000,,,1,1.09,0.15,-0.06,0,1.06,0.04,-0.04,0,0.210,0.080,-0.080,0
HATS-9 b,1,0.031200,0.000400,-0.000500,0,13.850,0.350,-0.350,0,266.02371,9.21707,-9.21707,0,0.075000,,,1,1.56,0.04,-0.04,0,1.10,0.05,-0.05,0,0.380,0.050,-0.050,0
HD 100546 b,1,53.000000,2.000000,-2.000000,0,77.342,30.264,-32.506,0,239000.00000,,,0,,,,,1.85,0.04,-0.05,0,2.40,0.10,-0.10,0,,,,
HD 100655 b,2,0.680000,0.040000,-0.040000,0,13.500,,,0,511.70630,108.06220,-108.06220,0,0.090000,0.050000,-0.050000,0,10.06,0.86,-0.86,0,2.28,0.69,-0.69,0,0.070,,,0
HD 100777 b,1,1.030000,0.030000,-0.030000,0,13.800,,,0,327.36490,12.71320,-12.71320,0,0.360000,0.020000,-0.020000,0,1.04,0.02,-0.02,0,0.83,0.04,-0.04,0,0.250,,,0
HD 10180 c,1,0.064120,0.001010,-0.001010,0,3.680,,,0,13.10000,0.54000,-0.54000,0,0.073000,0.031000,-0.031000,0,1.11,0.04,-0.04,0,1.06,0.05,-0.05,0,0.080,0.010,-0.010,0
HD 10180 d,1,0.128590,0.002020,-0.002020,0,3.450,,,0,11.75000,0.65000,-0.65000,0,0.131000,0.052000,-0.052000,0,1.11,0.04,-0.04,0,1.06,0.05,-0.05,0,0.080,0.010,-0.010,0
HD 10180 e,1,0.269900,0.004300,-0.004300,0,5.390,,,0,25.10000,1.20000,-1.20000,0,0.051000,0.033000,-0.033000,0,1.11,0.04,-0.04,0,1.06,0.05,-0.05,0,0.080,0.010,-0.010,0
HD 10180 f,1,0.492900,0.007800,-0.007800,0,5.240,,,0,23.90000,1.40000,-1.40000,0,0.119000,0.054000,-0.054000,0,1.11,0.04,-0.04,0,1.06,0.05,-0.05,0,0.080,0.010,-0.010,0
HD 10180 g,1,1.427000,0.028000,-0.028000,0,4.910,,,0,21.40000,3.40000,-3.40000,0,0.263000,0.152000,-0.152000,0,1.11,0.04,-0.04,0,1.06,0.05,-0.05,0,0.080,0.010,-0.010,0
HD 10180 h,1,3.381000,0.121000,-0.121000,0,9.400,,,0,64.40000,4.60000,-4.60000,0,0.095000,0.086000,-0.086000,0,1.11,0.04,-0.04,0,1.06,0.05,-0.05,0,0.080,0.010,-0.010,0
HD 101930 b,2,0.300000,0.010000,-0.010000,0,10.600,,,0,79.45750,6.35660,-6.35660,0,0.110000,0.020000,-0.020000,0,0.86,0.02,-0.02,0,0.57,0.07,-0.07,0,0.150,,,0
HD 102117 b,1,0.150000,0.000000,0.000000,0,8.470,,,0,54.03110,3.17830,-3.17830,0,0.120000,0.080000,-0.080000,0,1.23,0.02,-0.02,0,1.06,0.07,-0.07,0,0.280,,,0
HD 102195 b,1,0.050000,0.000000,0.000000,0,14.200,,,0,130.31030,6.35660,-6.35660,0,0.000000,,,0,0.82,0.01,-0.01,0,0.76,0.04,-0.04,0,0.040,,,0
HD 102272 b,1,0.510000,0.030000,-0.030000,0,12.900,,,0,1570.08020,203.41120,-203.41120,0,0.050000,0.040000,-0.040000,0,10.30,0.97,-0.97,0,1.45,0.27,-0.27,0,-0.410,,,0
HD 102329 b,1,1.810000,0.070000,-0.070000,0,12.600,,,0,2593.49280,696.04770,-696.04770,0,0.210000,0.040000,-0.040000,0,9.82,0.75,-0.75,0,3.21,1.28,-1.28,0,0.050,,,0
HD 102329 c,1,,,,,13.500,,,0,483.10160,95.34900,-79.45750,0,0.209000,0.231000,-0.202000,0,6.30,0.10,-0.10,0,1.30,0.15,-0.15,0,0.300,0.030,-0.030,0
HD 102365 b,2,0.460000,0.040000,-0.040000,0,4.140,,,0,16.00000,2.60000,-2.60000,0,0.340000,0.140000,-0.140000,0,0.95,0.06,-0.05,0,0.85,,,0,-0.260,,,0
HD 102843 b,1,4.074000,0.270000,-0.270000,0,13.100,,,0,113.90000,14.50000,-14.50000,0,0.110000,0.070000,-0.070000,0,0.96,0.02,-0.05,0,0.95,0.05,-0.05,0,0.160,0.050,-0.050,0
HD 102956 b,2,0.080700,0.007300,-0.007300,0,13.800,,,0,305.11680,7.31009,-7.31009,0,0.037000,0.019000,-0.019000,0,4.55,,,0,1.66,,,0,0.190,0.040,-0.040,0
HD 103197 b,1,0.250000,0.000000,0.000000,0,5.830,,,0,28.60470,6.35660,-6.35660,0,0.000000,,,0,0.88,0.03,-0.03,0,0.80,0.28,-0.28,0,0.220,,,0
HD 103720 b,1,0.049800,0.000800,-0.000800,0,14.100,,,0,197.04600,7.94500,-7.94500,0,0.086000,0.024000,-0.024000,0,0.73,0.02,-0.02,0,0.79,0.04,-0.04,0,-0.020,0.060,-0.060,0
HD 103774 b,2,0.070000,0.001000,-0.001000,0,13.300,,,0,116.00000,7.00000,-7.00000,0,0.090000,0.040000,-0.040000,0,1.58,0.05,-0.04,0,1.33,0.03,-0.03,0,0.280,0.060,-0.060,0
HD 103891 b,1,3.270000,0.020000,-0.010000,0,13.600,,,0,457.67291,19.06970,-15.89142,0,0.310000,0.030000,-0.030000,0,2.22,0.05,-0.05,0,1.28,0.01,-0.01,0,-0.190,0.010,-0.010,0
HD 103949 b,1,0.439000,0.009000,-0.009000,0,3.350,,,0,11.20000,2.30000,-2.30000,0,0.190000,0.120000,-0.120000,0,0.75,0.02,-0.02,0,0.77,0.04,-0.04,0,-0.070,0.031,-0.031,0
HD 104067 b,1,0.260000,0.000000,0.000000,0,8.180,,,0,50.85280,6.35660,-6.35660,0,0.000000,,,0,0.74,0.02,-0.02,0,0.62,0.13,-0.13,0,0.000,,,0
HD 10442 b,1,2.010000,0.120000,-0.120000,0,13.600,,,0,472.61321,24.15508,-24.15508,0,0.132000,0.044000,-0.044000,0,1.97,,,0,1.01,,,0,0.110,0.030,-0.030,0
HD 104985 b,1,0.950000,,,0,12.600,,,0,2637.90000,,,0,0.090000,0.009000,-0.009000,0,11.00,,,0,2.30,,,0,-0.150,,,0
HD 105779 b,1,3.380000,0.050000,-0.050000,0,14.100,,,0,203.41018,19.06970,-19.06970,0,0.000000,,,0,0.94,0.02,-0.02,0,0.89,0.01,-0.01,0,-0.250,0.010,-0.010,0
HD 106252 b,1,2.610000,0.040000,-0.040000,0,12.500,,,0,3178.28407,247.90616,-232.01474,0,0.480000,0.010000,-0.010000,0,1.10,0.02,-0.02,0,1.01,0.05,-0.05,0,-0.060,,,0
HD 106270 b,1,3.340000,0.200000,-0.200000,0,12.500,,,0,3219.61790,85.81410,-85.81410,0,0.185000,0.027000,-0.027000,0,2.66,,,0,1.39,,,0,0.080,0.030,-0.030,0
HD 106315 b,1,0.090700,0.001000,-0.001000,0,2.440,0.170,-0.170,0,12.60000,3.20000,-3.20000,0,0.093000,0.110000,-0.068000,0,1.30,0.06,-0.06,0,1.09,0.04,-0.04,0,-0.311,0.079,-0.079,0
HD 106315 c,1,0.153600,0.001700,-0.001700,0,4.350,0.230,-0.230,0,15.20000,3.70000,-3.70000,0,0.220000,0.150000,-0.150000,0,1.30,0.06,-0.06,0,1.09,0.04,-0.04,0,-0.311,0.079,-0.079,0
HD 10647 b,1,2.015000,0.011000,-0.011000,0,13.800,,,0,298.75000,25.43000,-25.43000,0,0.150000,0.080000,-0.080000,0,1.10,0.02,-0.02,0,1.11,0.02,-0.02,0,0.000,0.010,-0.010,0
HD 106515 A b,2,4.590000,0.010000,-0.010000,0,12.100,,,0,6006.95689,476.74261,-444.95977,0,0.572000,0.011000,-0.011000,0,1.62,0.05,-0.05,0,0.97,0.01,-0.01,0,0.030,0.020,-0.020,0
HD 106906 b,1,650.000000,,,0,12.400,,,0,3496.00000,636.00000,-636.00000,0,,,,,2.12,0.08,-0.10,0,1.50,0.10,-0.10,0,0.040,0.010,-0.020,0
HD 10697 b,1,2.140000,0.088000,-0.088000,0,12.700,,,0,2028.70889,24.79074,-24.79074,0,0.104300,0.008300,-0.008300,0,1.79,,,0,1.13,,,0,0.170,0.030,-0.030,0
HD 107148 b,2,0.269000,0.016000,-0.016000,0,9.600,,,0,66.74100,11.44100,-11.44100,0,0.050000,0.170000,-0.170000,0,1.17,0.03,-0.03,0,1.12,,,0,0.314,,,0
HD 107148 c,2,0.140700,0.001800,-0.001900,0,4.700,,,0,19.89606,3.08294,-3.11472,0,0.340000,0.130000,-0.160000,0,1.17,0.03,-0.03,0,1.11,0.04,-0.04,0,0.296,0.058,-0.058,0
HD 108147 b,1,0.102000,0.005900,-0.005900,0,10.900,,,0,82.95000,12.71300,-12.71300,0,0.530000,0.120000,-0.120000,0,1.21,0.06,-0.06,0,1.22,0.22,-0.14,0,0.180,0.012,-0.012,0
HD 108236 b,1,0.045270,0.000960,-0.000880,0,1.615,0.051,-0.051,0,3.24000,,,0,0.045000,0.039000,-0.033000,0,0.88,0.01,-0.01,0,0.87,0.05,-0.05,0,-0.280,0.040,-0.040,0
HD 108236 c,1,0.062000,0.001200,-0.001200,0,2.071,0.052,-0.052,0,4.94000,,,0,0.034000,0.042000,-0.025000,0,0.88,0.01,-0.01,0,0.87,0.05,-0.05,0,-0.280,0.040,-0.040,0
HD 108236 d,1,0.107400,0.002300,-0.002300,0,2.539,0.062,-0.065,0,6.98000,,,0,0.055000,0.038000,-0.035000,0,0.88,0.01,-0.01,0,0.87,0.05,-0.05,0,-0.280,0.040,-0.040,0
HD 108236 e,1,0.136700,0.002200,-0.002000,0,3.083,0.052,-0.052,0,9.71000,,,0,0.058000,0.032000,-0.036000,0,0.88,0.01,-0.01,0,0.87,0.05,-0.05,0,-0.280,0.040,-0.040,0
HD 108236 f,1,0.175800,0.004100,-0.003800,0,2.017,0.052,-0.057,0,4.72000,,,0,0.051000,0.036000,-0.034000,0,0.88,0.01,-0.01,0,0.87,0.05,-0.05,0,-0.280,0.040,-0.040,0
HD 108341 b,2,2.000000,0.040000,-0.040000,0,13.100,,,0,1112.40000,1080.60000,-381.40000,0,0.850000,0.090000,-0.080000,0,0.79,0.03,-0.03,0,0.84,0.02,-0.02,0,0.040,0.060,-0.060,0
HD 108863 b,1,1.320000,0.100000,-0.100000,0,13.300,,,0,767.24162,24.79074,-24.79074,0,0.032000,0.027000,-0.027000,0,5.74,,,0,1.59,,,0,0.200,0.030,-0.030,0
HD 108874 b,1,1.040000,0.020000,-0.020000,0,13.600,,,0,451.31860,28.60470,-28.60470,0,0.130000,0.020000,-0.020000,0,1.05,0.02,-0.02,0,1.10,0.09,-0.09,0,0.260,,,0
HD 108874 c,1,2.659000,0.060000,-0.060000,0,13.800,,,0,314.64000,19.07000,-19.07000,0,0.239000,0.031000,-0.031000,0,1.09,0.03,-0.03,0,0.95,0.04,-0.04,0,0.190,0.030,-0.030,0
HD 109246 b,1,0.330000,0.010000,-0.010000,0,13.900,,,0,273.33380,79.45750,-79.45750,0,0.120000,0.040000,-0.040000,0,1.07,0.02,-0.02,0,1.20,0.53,-0.53,0,0.100,,,0
HD 109271 b,1,0.079000,0.001000,-0.001000,0,4.310,,,0,17.16200,1.27100,-1.27100,0,0.250000,0.080000,-0.080000,0,1.29,0.02,-0.02,0,1.05,0.02,-0.02,0,0.100,0.050,-0.050,0
HD 109271 c,1,0.196000,0.003000,-0.003000,0,5.270,,,0,24.15400,2.22500,-2.22500,0,0.150000,0.090000,-0.090000,0,1.29,0.02,-0.02,0,1.05,0.02,-0.02,0,0.100,0.050,-0.050,0
HD 109286 b,1,1.259000,0.021000,-0.022000,0,13.200,,,0,950.30694,47.67426,-47.67426,0,0.338000,0.034000,-0.035000,0,1.09,0.04,-0.04,0,0.98,0.05,-0.05,0,0.050,0.020,-0.020,0
HD 109749 b,2,0.061500,0.004000,-0.004000,0,11.100,,,0,85.81410,14.30235,-14.30235,0,0.000000,,,0,1.22,0.09,-0.09,0,1.13,0.22,-0.22,0,0.240,,,0
HD 10975 b,1,0.950000,0.060000,-0.080000,0,14.300,,,0,143.02278,19.06970,-47.67426,0,0.442000,0.040000,-0.389000,0,11.16,0.45,-0.38,0,1.41,0.34,-0.35,0,-0.210,0.100,-0.080,0
HD 110014 b,1,2.140000,0.030000,-0.030000,0,12.400,,,0,3524.59000,317.82000,-317.82000,0,0.462000,0.069000,-0.069000,0,20.90,1.10,-1.10,0,2.17,0.28,-0.28,0,0.190,0.050,-0.050,0
HD 110082 b,2,0.113000,0.009000,-0.013000,0,3.200,0.100,-0.100,0,10.30000,,,0,0.200000,0.200000,-0.100000,0,1.19,0.06,-0.06,0,1.21,0.06,-0.06,0,0.080,0.050,-0.050,0
HD 110113 b,1,0.035000,0.001000,-0.001000,0,2.050,0.120,-0.120,0,4.55000,0.62000,-0.62000,0,0.093000,0.079000,-0.064000,0,0.97,0.02,-0.02,0,1.00,0.06,-0.06,0,0.140,0.020,-0.020,0
HD 110113 c,1,0.068000,0.001000,-0.002000,0,3.230,,,0,10.50000,1.20000,-1.20000,0,0.045000,0.079000,-0.038000,0,0.97,0.02,-0.02,0,1.00,0.06,-0.06,0,0.140,0.020,-0.020,0
HD 111232 b,1,1.970000,0.040000,-0.040000,0,12.700,,,0,2269.30620,60.38770,-60.38770,0,0.200000,0.010000,-0.010000,0,0.90,0.01,-0.01,0,0.84,0.03,-0.03,0,-0.430,,,0
HD 111591 b,1,2.500000,0.100000,-0.100000,0,12.900,,,0,1398.45200,127.13200,-127.13200,0,0.260000,0.100000,-0.100000,0,8.03,0.49,-0.49,0,1.94,0.07,-0.07,0,0.070,0.040,-0.040,0
HD 111998 b,1,1.820000,0.070000,-0.070000,0,12.900,,,0,1433.41330,158.91500,-158.91500,0,0.030000,0.040000,-0.040000,0,1.45,0.07,-0.07,0,1.18,0.12,-0.12,0,0.070,,,0
HD 112640 b,1,1.700000,0.100000,-0.100000,0,12.900,,,0,1589.15000,317.83000,-317.83000,0,0.240000,0.180000,-0.180000,0,39.00,5.00,-5.00,0,1.80,0.20,-0.20,0,-0.090,0.070,-0.070,0
HD 113337 b,1,0.920000,0.090000,-0.090000,0,13.200,,,0,899.42000,76.28000,-76.28000,0,0.460000,0.040000,-0.040000,0,1.50,0.15,-0.15,0,1.40,0.14,-0.14,0,0.070,,,0
HD 113538 b,1,1.240000,0.040000,-0.040000,0,13.200,,,0,114.41000,12.71000,-12.71000,0,0.140000,0.080000,-0.080000,0,0.53,0.02,-0.02,0,0.58,0.05,-0.05,0,-0.240,0.060,-0.060,0
HD 113538 c,1,2.440000,0.070000,-0.070000,0,13.800,,,0,295.57000,19.07000,-19.07000,0,0.200000,0.040000,-0.040000,0,0.53,0.02,-0.02,0,0.58,0.05,-0.05,0,-0.240,0.060,-0.060,0
HD 113996 b,2,1.600000,0.100000,-0.100000,0,12.700,,,0,2002.32900,317.83000,-317.83000,0,0.280000,0.120000,-0.120000,0,25.11,1.20,-1.20,0,1.49,0.18,-0.18,0,0.130,0.080,-0.080,0
HD 114386 b,1,1.730000,0.030000,-0.030000,0,13.700,,,0,362.32620,41.31790,-41.31790,0,0.230000,0.030000,-0.030000,0,0.76,0.02,-0.02,0,0.60,0.09,-0.09,0,-0.050,,,0
HD 114613 b,1,5.340000,0.260000,-0.260000,0,13.100,,,0,113.46531,10.17056,-10.17056,0,0.458000,0.089000,-0.089000,0,2.14,,,0,1.27,,,0,0.180,,,0
HD 114729 b,2,2.067000,0.010000,-0.010000,0,13.900,,,0,262.20975,2.22481,-2.22481,0,0.079000,0.029000,-0.032000,0,1.47,0.04,-0.04,0,0.94,0.01,-0.01,0,-0.330,0.030,-0.030,0
HD 114762 b,2,0.360000,0.010000,-0.010000,0,12.440,,,0,3397.60270,177.98480,-177.98480,0,0.340000,0.000000,0.000000,0,1.20,0.02,-0.02,0,0.80,0.06,-0.06,0,-0.720,,,0
HD 114783 b,1,1.160000,0.019000,-0.019000,0,13.700,,,0,349.60000,19.07000,-19.07000,0,0.144000,0.032000,-0.032000,0,0.84,0.02,-0.02,0,0.85,0.03,-0.03,0,0.210,0.030,-0.030,0
HD 114783 c,1,4.970000,0.120000,-0.110000,0,14.100,,,0,194.19413,17.79848,-16.84499,0,0.000000,0.091000,-0.085000,0,0.84,0.02,-0.02,0,0.85,0.03,-0.04,0,0.151,0.058,-0.058,0
HD 11506 b,1,2.900000,0.140000,-0.140000,0,12.900,,,0,1535.11890,165.27160,-165.27160,0,0.374300,0.005300,-0.005300,0,1.34,0.05,-0.05,0,1.24,0.18,-0.18,0,0.340,,,0
HD 11506 c,1,0.774000,0.038000,-0.038000,0,14.200,,,0,129.67464,18.11631,-18.11631,0,0.193000,0.038000,-0.038000,0,1.34,0.05,-0.05,0,1.24,0.18,-0.18,0,0.340,,,0
HD 115954 b,1,5.000000,1.300000,-0.360000,0,12.600,,,0,2634.79749,238.37131,-184.34048,0,0.487000,0.095000,-0.041000,0,1.21,0.08,-0.08,0,1.18,0.06,-0.06,0,0.340,0.020,-0.020,0
HD 116029 b,2,1.650000,0.050000,-0.050000,0,13.600,,,0,444.96200,92.17070,-92.17070,0,0.000000,,,0,4.89,0.21,-0.21,0,0.83,0.24,-0.24,0,0.090,,,0
HD 116029 c,2,,,,,13.700,,,0,403.64410,47.67450,-47.67450,0,0.038000,0.127000,-0.075000,0,4.60,0.10,-0.10,0,1.33,0.11,-0.11,0,0.180,0.030,-0.030,0
HD 117207 b,1,3.787000,0.034000,-0.035000,0,13.400,,,0,612.14058,10.80622,-10.80622,0,0.157000,0.013000,-0.013000,0,1.07,0.04,-0.04,0,1.05,0.03,-0.03,0,0.190,0.030,-0.030,0
HD 11755 b,1,1.090000,0.040000,-0.040000,0,12.800,,,0,1789.38290,292.40360,-292.40360,0,0.190000,0.100000,-0.100000,0,20.58,2.27,-2.27,0,0.72,0.17,-0.17,0,-0.740,,,0
HD 117618 b,1,0.180000,0.005000,-0.005000,0,8.590,,,0,55.30242,4.44962,-4.44962,0,0.150000,0.070000,-0.070000,0,1.20,0.01,-0.01,0,1.08,,,0,0.028,0.007,-0.007,0
HD 118203 b,1,0.070000,0.000000,0.000000,0,13.200,,,0,886.74570,79.45750,-79.45750,0,0.310000,0.010000,-0.010000,0,2.06,0.06,-0.06,0,1.84,0.24,-0.24,0,0.230,,,0
HD 11964 b,2,3.160000,0.190000,-0.190000,0,14.100,,,0,198.00000,18.00000,-18.00000,0,0.041000,0.047000,-0.047000,0,2.01,0.10,-0.09,0,0.91,0.12,-0.11,0,0.100,0.100,-0.100,0
HD 11964 c,2,0.229000,0.013000,-0.013000,0,5.380,,,0,25.00000,3.10000,-3.10000,0,0.300000,0.170000,-0.170000,0,2.01,0.10,-0.09,0,0.91,0.12,-0.11,0,0.100,0.100,-0.100,0
HD 11977 b,1,1.930000,,,0,12.700,,,0,2080.00000,,,0,0.400000,0.070000,-0.070000,0,10.09,0.32,-0.32,0,1.91,0.21,-0.21,0,-0.210,0.100,-0.100,0
HD 120084 b,1,4.300000,,,0,12.900,,,0,1430.20000,,,0,0.660000,0.140000,-0.100000,0,9.12,0.65,-0.61,0,2.39,0.06,-0.30,0,0.090,0.050,-0.050,0
HD 121504 b,1,0.330000,0.010000,-0.010000,0,13.600,,,0,479.92330,41.31790,-41.31790,0,0.030000,0.010000,-0.010000,0,1.07,0.02,-0.02,0,1.62,0.21,-0.21,0,0.150,,,0
